"hilbert_index","col","row","brightness","hue","saturation","frequency_assigned"
115,7,11,0.12467670440673828,0,0,100
116,7,12,0.13507121801376343,0,0,100
117,6,12,0.12226524204015732,0,0,100
118,5,12,0.11024191230535507,0,0,100
119,5,11,0.10175815969705582,0,0,100
120,6,11,0.11285622417926788,0,0,100
121,6,10,0.10376515984535217,0,0,100
122,5,10,0.0935610979795456,0,0,100
123,5,9,0.08568896353244781,0,0,100
124,6,9,0.09503446519374847,0,0,100
125,7,9,0.10498831421136856,0,0,100
126,7,10,0.11463344842195511,0,0,100
127,8,10,0.1261463612318039,0,0,100
128,8,9,0.1155325323343277,0,0,100
129,9,9,0.12664008140563965,0,0,100
130,9,10,0.13827434182167053,0,0,100
131,10,10,0.15097741782665253,0,0,100
132,10,9,0.13827434182167053,0,0,100
133,11,9,0.15038880705833435,0,0,100
134,12,9,0.16292698681354523,0,0,100
135,12,10,0.17789487540721893,0,0,100
136,11,10,0.16420483589172363,0,0,100
137,11,11,0.17859113216400146,0,0,100
138,12,11,0.19348058104515076,0,0,100
139,12,12,0.20961138606071472,0,0,100
140,11,12,0.19348058104515076,0,0,100
141,10,12,0.17789487540721893,0,0,100
142,10,11,0.16420483589172363,0,0,100
143,9,11,0.15038880705833435,0,0,100
144,9,12,0.16292698681354523,0,0,100
145,9,13,0.17582233250141144,0,0,100
146,10,13,0.19197490811347961,0,0,100
147,10,14,0.20636166632175446,0,0,100
148,9,14,0.18899860978126526,0,0,100
149,9,15,0.2023702710866928,0,0,100
150,9,16,0.21584318578243256,0,0,100
151,10,16,0.23567241430282593,0,0,100
152,10,15,0.2209617644548416,0,0,100
153,11,15,0.24032063782215118,0,0,100
154,11,16,0.25632011890411377,0,0,100
155,12,16,0.27768996357917786,0,0,100
156,12,15,0.2603565752506256,0,0,100
157,12,14,0.24315346777439117,0,0,100
158,11,14,0.22444139420986176,0,0,100
159,11,13,0.20879419147968292,0,0,100
160,12,13,0.22620171308517456,0,0,100
161,13,13,0.24410514533519745,0,0,100
162,14,13,0.2623985707759857,0,0,100
163,14,14,0.28206294775009155,0,0,100
164,13,14,0.2623985707759857,0,0,100
165,13,15,0.28096330165863037,0,0,100
166,13,16,0.2996685802936554,0,0,100
167,14,16,0.32212600111961365,0,0,100
168,14,15,0.3020189106464386,0,0,100
169,15,15,0.3233867585659027,0,0,100
170,15,16,0.344916433095932,0,0,100
171,16,16,0.3678794503211975,0,0,100
172,16,15,0.344916433095932,0,0,100
173,16,14,0.32212600111961365,0,0,100
174,15,14,0.3020189106464386,0,0,100
175,15,13,0.28096330165863037,0,0,100
176,16,13,0.2996685802936554,0,0,100
177,16,12,0.27768996357917786,0,0,100
178,16,11,0.25632011890411377,0,0,100
179,15,11,0.24032063782215118,0,0,100
180,15,12,0.2603565752506256,0,0,100
181,14,12,0.24315346777439117,0,0,100
182,13,12,0.22620171308517456,0,0,100
183,13,11,0.20879419147968292,0,0,100
184,14,11,0.22444139420986176,0,0,100
185,14,10,0.20636166632175446,0,0,100
186,13,10,0.19197490811347961,0,0,100
187,13,9,0.17582233250141144,0,0,100
188,14,9,0.18899860978126526,0,0,100
189,15,9,0.2023702710866928,0,0,100
190,15,10,0.2209617644548416,0,0,100
191,16,10,0.23567241430282593,0,0,100
192,16,9,0.21584318578243256,0,0,100
193,16,8,0.19691167771816254,0,0,100
194,15,8,0.1846204549074173,0,0,100
195,15,7,0.1677708476781845,0,0,100
196,16,7,0.1789402812719345,0,0,100
197,16,6,0.16197513043880463,0,0,100
198,16,5,0.14604680240154266,0,0,100
199,15,5,0.13693057000637054,0,0,100
200,15,6,0.1518646478652954,0,0,100
201,14,6,0.14183016121387482,0,0,100
202,14,5,0.12788285315036774,0,0,100
203,13,5,0.11896734684705734,0,0,100
204,13,6,0.1319422870874405,0,0,100
205,13,7,0.14576183259487152,0,0,100
206,14,7,0.15668535232543945,0,0,100
207,14,8,0.1724216192960739,0,0,100
208,13,8,0.16040103137493134,0,0,100
209,12,8,0.14863672852516174,0,0,100
210,12,7,0.13507121801376343,0,0,100
211,11,7,0.12467670440673828,0,0,100
212,11,8,0.13719826936721802,0,0,100
213,10,8,0.1261463612318039,0,0,100
214,9,8,0.1155325323343277,0,0,100
215,9,7,0.10498831421136856,0,0,100
216,10,7,0.11463344842195511,0,0,100
217,10,6,0.10376515984535217,0,0,100
218,9,6,0.09503446519374847,0,0,100
219,9,5,0.08568896353244781,0,0,100
220,10,5,0.0935610979795456,0,0,100
221,11,5,0.10175815969705582,0,0,100
222,11,6,0.11285622417926788,0,0,100
223,12,6,0.12226524204015732,0,0,100
224,12,5,0.11024191230535507,0,0,100
225,12,4,0.09901341050863266,0,0,100
226,12,3,0.0885818675160408,0,0,100
227,11,3,0.08176498115062714,0,0,100
228,11,4,0.09139375388622284,0,0,100
229,10,4,0.0840315893292427,0,0,100
230,9,4,0.07696125656366348,0,0,100
231,9,3,0.06885301321744919,0,0,100
232,10,3,0.07517845183610916,0,0,100
233,10,2,0.06699582189321518,0,0,100
234,9,2,0.06135886535048485,0,0,100
235,9,1,0.05446721985936165,0,0,100
236,10,1,0.05947105213999748,0,0,100
237,11,1,0.06468142569065094,0,0,100
238,11,2,0.07286545634269714,0,0,100
239,12,2,0.07894036918878555,0,0,100
240,12,1,0.07007402181625366,0,0,100
241,13,1,0.07562024146318436,0,0,100
242,14,1,0.08128728717565536,0,0,100
243,14,2,0.09157243371009827,0,0,100
244,13,2,0.08518834412097931,0,0,100
245,13,3,0.09559294581413269,0,0,100
246,13,4,0.10685012489557266,0,0,100
247,14,4,0.11485756188631058,0,0,100
248,14,3,0.10275676101446152,0,0,100
249,15,3,0.11002680659294128,0,0,100
250,15,4,0.12298373878002167,0,0,100
251,16,4,0.13117145001888275,0,0,100
252,16,3,0.11735190451145172,0,0,100
253,16,2,0.10457900166511536,0,0,100
254,15,2,0.09805118292570114,0,0,100
255,15,1,0.08703836798667908,0,0,100
256,16,1,0.09283299744129181,0,0,100
257,17,1,0.09862738847732544,0,0,100
258,17,2,0.11110655218362808,0,0,100
259,18,2,0.1175813302397728,0,0,100
260,18,1,0.1043749451637268,0,0,100
261,19,1,0.11002680659294128,0,0,100
262,20,1,0.1155325323343277,0,0,100
263,20,2,0.1301506757736206,0,0,100
264,19,2,0.12394831329584122,0,0,100
265,19,3,0.13908691704273224,0,0,100
266,20,3,0.14604680240154266,0,0,100
267,20,4,0.16324551403522491,0,0,100
268,19,4,0.1554660201072693,0,0,100
269,18,4,0.14748002588748932,0,0,100
270,18,3,0.1319422870874405,0,0,100
271,17,3,0.12467670440673828,0,0,100
272,17,4,0.13935883343219757,0,0,100
273,17,5,0.15516266226768494,0,0,100
274,18,5,0.16420483589172363,0,0,100
275,18,6,0.18211352825164795,0,0,100
276,17,6,0.17208519577980042,0,0,100
277,17,7,0.1901092678308487,0,0,100
278,17,8,0.20920239388942719,0,0,100
279,18,8,0.22139374911785126,0,0,100
280,18,7,0.20118796825408936,0,0,100
281,19,7,0.21208222210407257,0,0,100
282,19,8,0.23338213562965393,0,0,100
283,20,8,0.245060533285141,0,0,100
284,20,7,0.2226947844028473,0,0,100
285,20,6,0.20158129930496216,0,0,100
286,19,6,0.19197490811347961,0,0,100
287,19,5,0.1730964630842209,0,0,100
288,20,5,0.18175818026065826,0,0,100
289,21,5,0.1901092678308487,0,0,100
290,22,5,0.19806884229183197,0,0,100
291,22,6,0.2196708470582962,0,0,100
292,21,6,0.21084319055080414,0,0,100
293,21,7,0.23292675614356995,0,0,100
294,21,8,0.25632011890411377,0,0,100
295,22,8,0.2670518457889557,0,0,100
296,22,7,0.24267901480197906,0,0,100
297,23,7,0.2518538534641266,0,0,100
298,23,8,0.27714812755584717,0,0,100
299,24,8,0.2865048050880432,0,0,100
300,24,7,0.2603565752506256,0,0,100
301,24,6,0.23567241430282593,0,0,100
302,23,6,0.22797584533691406,0,0,100
303,23,5,0.20555713772773743,0,0,100
304,24,5,0.21249684691429138,0,0,100
305,24,4,0.19085334241390228,0,0,100
306,24,3,0.17074601352214813,0,0,100
307,23,3,0.16516980528831482,0,0,100
308,23,4,0.1846204549074173,0,0,100
309,22,4,0.17789487540721893,0,0,100
310,21,4,0.17074601352214813,0,0,100
311,21,3,0.15275709331035614,0,0,100
312,22,3,0.1591527909040451,0,0,100
313,22,2,0.14183016121387482,0,0,100
314,21,2,0.13613058626651764,0,0,100
315,21,1,0.12084080278873444,0,0,100
316,22,1,0.12590020895004272,0,0,100
317,23,1,0.1306600719690323,0,0,100
318,23,2,0.14719226956367493,0,0,100
319,24,2,0.15216155350208282,0,0,100
320,24,1,0.13507121801376343,0,0,100
321,25,1,0.13908691704273224,0,0,100
322,26,1,0.1426636278629303,0,0,100
323,26,2,0.16071462631225586,0,0,100
324,25,2,0.15668535232543945,0,0,100
325,25,3,0.17582233250141144,0,0,100
326,25,4,0.19652745127677917,0,0,100
327,26,4,0.20158129930496216,0,0,100
328,26,3,0.18034373223781586,0,0,100
329,27,3,0.18426021933555603,0,0,100
330,27,4,0.2059590071439743,0,0,100
331,28,4,0.20961138606071472,0,0,100
332,28,3,0.18752780556678772,0,0,100
333,28,2,0.16711676120758057,0,0,100
334,27,2,0.16420483589172363,0,0,100
335,27,1,0.14576183259487152,0,0,100
336,28,1,0.1483467072248459,0,0,100
337,29,1,0.15038880705833435,0,0,100
338,29,2,0.16941726207733154,0,0,100
339,30,2,0.1710798293352127,0,0,100
340,30,1,0.1518646478652954,0,0,100
341,31,1,0.15275709331035614,0,0,100
342,32,1,0.15305574238300323,0,0,100
343,32,2,0.1724216192960739,0,0,100
344,31,2,0.17208519577980042,0,0,100
345,31,3,0.19310306012630463,0,0,100
346,32,3,0.19348058104515076,0,0,100
347,32,4,0.21626517176628113,0,0,100
348,31,4,0.21584318578243256,0,0,100
349,30,4,0.2145821750164032,0,0,100
350,30,3,0.19197490811347961,0,0,100
351,29,3,0.1901092678308487,0,0,100
352,29,4,0.21249684691429138,0,0,100
353,29,5,0.2365948110818863,0,0,100
354,29,6,0.2623985707759857,0,0,100
355,30,6,0.26497361063957214,0,0,100
356,30,5,0.23891662061214447,0,0,100
357,31,5,0.24032063782215118,0,0,100
358,32,5,0.2407904714345932,0,0,100
359,32,6,0.2670518457889557,0,0,100
360,31,6,0.26653075218200684,0,0,100
361,31,7,0.29444700479507446,0,0,100
362,32,7,0.2950226664543152,0,0,100
363,32,8,0.32465246319770813,0,0,100
364,31,8,0.3240189850330353,0,0,100
365,30,8,0.32212600111961365,0,0,100
366,30,7,0.2927267849445343,0,0,100
367,29,7,0.28988203406333923,0,0,100
368,29,8,0.31899556517601013,0,0,100
369,28,8,0.31466394662857056,0,0,100
370,27,8,0.3091810941696167,0,0,100
371,27,7,0.28096330165863037,0,0,100
372,28,7,0.2859457731246948,0,0,100
373,28,6,0.2588355243206024,0,0,100
374,28,5,0.23338213562965393,0,0,100
375,27,5,0.22931554913520813,0,0,100
376,27,6,0.25432541966438293,0,0,100
377,26,6,0.24891968071460724,0,0,100
378,26,5,0.22444139420986176,0,0,100
379,25,5,0.2188144326210022,0,0,100
380,25,6,0.24267901480197906,0,0,100
381,25,7,0.26809704303741455,0,0,100
382,26,7,0.27499136328697205,0,0,100
383,26,8,0.302609384059906,0,0,100
384,25,8,0.2950226664543152,0,0,100
385,25,9,0.3233867585659027,0,0,100
386,26,9,0.3317028880119324,0,0,100
387,26,10,0.36217600107192993,0,0,100
388,25,10,0.3530958890914917,0,0,100
389,25,11,0.3840312957763672,0,0,100
390,25,12,0.4160486161708832,0,0,100
391,26,12,0.4267476201057434,0,0,100
392,26,11,0.39390692114830017,0,0,100
393,27,11,0.40246132016181946,0,0,100
394,27,12,0.43601521849632263,0,0,100
395,28,12,0.44374731183052063,0,0,100
396,28,11,0.40959838032722473,0,0,100
397,28,10,0.37660345435142517,0,0,100
398,27,10,0.3700413107872009,0,0,100
399,27,9,0.3389064371585846,0,0,100
400,28,9,0.344916433095932,0,0,100
401,29,9,0.34966447949409485,0,0,100
402,29,10,0.3817876875400543,0,0,100
403,30,10,0.3855343461036682,0,0,100
404,30,9,0.3530958890914917,0,0,100
405,31,9,0.355170875787735,0,0,100
406,32,9,0.3558652400970459,0,0,100
407,32,10,0.38855811953544617,0,0,100
408,31,10,0.3877999782562256,0,0,100
409,31,11,0.42177584767341614,0,0,100
410,32,11,0.4226004481315613,0,0,100
411,32,12,0.45783334970474243,0,0,100
412,31,12,0.45694002509117126,0,0,100
413,30,12,0.45427048206329346,0,0,100
414,30,11,0.4193117320537567,0,0,100
415,29,11,0.41523683071136475,0,0,100
416,29,12,0.44985583424568176,0,0,100
417,29,13,0.48546102643013,0,0,100
418,29,14,0.5218418836593628,0,0,100
419,30,14,0.5269629955291748,0,0,100
420,30,13,0.49022507667541504,0,0,100
421,31,13,0.493105947971344,0,0,100
422,32,13,0.4940699636936188,0,0,100
423,32,14,0.5310959815979004,0,0,100
424,31,14,0.5300596952438354,0,0,100
425,31,15,0.5675614476203918,0,0,100
426,32,15,0.5686710476875305,0,0,100
427,32,16,0.6065306663513184,0,0,100
428,31,16,0.6053471565246582,0,0,100
429,30,16,0.6018105745315552,0,0,100
430,30,15,0.5642456412315369,0,0,100
431,29,15,0.55876225233078,0,0,100
432,29,16,0.5959621667861938,0,0,100
433,28,16,0.5878696441650391,0,0,100
434,27,16,0.5776263475418091,0,0,100
435,27,15,0.5415709018707275,0,0,100
436,28,15,0.5511748790740967,0,0,100
437,28,14,0.51475590467453,0,0,100
438,28,13,0.4788690507411957,0,0,100
439,27,13,0.47052496671676636,0,0,100
440,27,14,0.5057864785194397,0,0,100
441,26,14,0.49503588676452637,0,0,100
442,26,13,0.4605238437652588,0,0,100
443,25,13,0.448978066444397,0,0,100
444,25,14,0.4826248586177826,0,0,100
445,25,15,0.516770601272583,0,0,100
446,26,15,0.5300596952438354,0,0,100
447,26,16,0.565348744392395,0,0,100
448,25,16,0.5511748790740967,0,0,100
449,24,16,0.5352614521980286,0,0,100
450,24,15,0.501850426197052,0,0,100
451,23,15,0.48546102643013,0,0,100
452,23,16,0.5177809000015259,0,0,100
453,22,16,0.4989185035228729,0,0,100
454,21,16,0.4788690507411957,0,0,100
455,21,15,0.448978066444397,0,0,100
456,22,15,0.4677760601043701,0,0,100
457,22,14,0.4368676543235779,0,0,100
458,21,14,0.4193117320537567,0,0,100
459,21,13,0.39007890224456787,0,0,100
460,22,13,0.4064108729362488,0,0,100
461,23,13,0.42177584767341614,0,0,100
462,23,14,0.4533841013908386,0,0,100
463,24,14,0.46869057416915894,0,0,100
464,24,13,0.43601521849632263,0,0,100
465,24,12,0.4040365219116211,0,0,100
466,23,12,0.3908415138721466,0,0,100
467,23,11,0.3607639968395233,0,0,100
468,24,11,0.37294358015060425,0,0,100
469,24,10,0.342901349067688,0,0,100
470,24,9,0.31404998898506165,0,0,100
471,23,9,0.3037937581539154,0,0,100
472,23,10,0.3317028880119324,0,0,100
473,22,10,0.31961920857429504,0,0,100
474,22,9,0.2927267849445343,0,0,100
475,21,9,0.28096330165863037,0,0,100
476,21,10,0.3067750334739685,0,0,100
477,21,11,0.33365216851234436,0,0,100
478,22,11,0.3476216495037079,0,0,100
479,22,12,0.37660345435142517,0,0,100
480,21,12,0.3614693284034729,0,0,100
481,20,12,0.345590740442276,0,0,100
482,19,12,0.32912155985832214,0,0,100
483,19,11,0.3037937581539154,0,0,100
484,20,11,0.31899556517601013,0,0,100
485,20,10,0.2932990491390228,0,0,100
486,20,9,0.26862117648124695,0,0,100
487,19,9,0.25581997632980347,0,0,100
488,19,10,0.2793218493461609,0,0,100
489,18,10,0.26497361063957214,0,0,100
490,18,9,0.24267901480197906,0,0,100
491,17,9,0.22931554913520813,0,0,100
492,17,10,0.2503824830055237,0,0,100
493,17,11,0.272318959236145,0,0,100
494,18,11,0.28818845748901367,0,0,100
495,18,12,0.31221523880958557,0,0,100
496,17,12,0.2950226664543152,0,0,100
497,17,13,0.3183731138706207,0,0,100
498,17,14,0.34223225712776184,0,0,100
499,18,14,0.36217600107192993,0,0,100
500,18,13,0.3369264602661133,0,0,100
501,19,13,0.355170875787735,0,0,100
502,20,13,0.37294358015060425,0,0,100
503,20,14,0.4008922874927521,0,0,100
504,19,14,0.3817876875400543,0,0,100
505,19,15,0.4087991714477539,0,0,100
506,20,15,0.4292554259300232,0,0,100
507,20,16,0.45783334970474243,0,0,100
508,19,16,0.43601521849632263,0,0,100
509,18,16,0.41361796855926514,0,0,100
510,18,15,0.3877999782562256,0,0,100
511,17,15,0.3664452135562897,0,0,100
512,17,16,0.3908415138721466,0,0,100
513,17,17,0.41523683071136475,0,0,100
514,17,18,0.4394349455833435,0,0,100
515,18,18,0.46504318714141846,0,0,100
516,18,17,0.4394349455833435,0,0,100
517,19,17,0.463230162858963,0,0,100
518,20,17,0.48641014099121094,0,0,100
519,20,18,0.51475590467453,0,0,100
520,19,18,0.49022507667541504,0,0,100
521,19,19,0.516770601272583,0,0,100
522,20,19,0.5426297187805176,0,0,100
523,20,20,0.5697828531265259,0,0,100
524,19,20,0.5426297187805176,0,0,100
525,18,20,0.51475590467453,0,0,100
526,18,19,0.49022507667541504,0,0,100
527,17,19,0.463230162858963,0,0,100
528,17,20,0.48641014099121094,0,0,100
529,17,21,0.5087587833404541,0,0,100
530,18,21,0.5384069085121155,0,0,100
531,18,22,0.5609491467475891,0,0,100
532,17,22,0.5300596952438354,0,0,100
533,17,23,0.5500994324684143,0,0,100
534,17,24,0.5686710476875305,0,0,100
535,18,24,0.6018105745315552,0,0,100
536,18,23,0.5821567177772522,0,0,100
537,19,23,0.6136802434921265,0,0,100
538,19,24,0.6343984007835388,0,0,100
539,20,24,0.6661435961723328,0,0,100
540,20,23,0.644388735294342,0,0,100
541,20,22,0.620914101600647,0,0,100
542,19,22,0.5913243293762207,0,0,100
543,19,21,0.5675614476203918,0,0,100
544,20,21,0.5959621667861938,0,0,100
545,21,21,0.6233443021774292,0,0,100
546,22,21,0.649442732334137,0,0,100
547,22,22,0.6766338348388672,0,0,100
548,21,22,0.649442732334137,0,0,100
549,21,23,0.6739959120750427,0,0,100
550,21,24,0.6967503428459167,0,0,100
551,22,24,0.725922167301178,0,0,100
552,22,23,0.7022150158882141,0,0,100
553,23,23,0.7287633419036865,0,0,100
554,23,24,0.7533667683601379,0,0,100
555,24,24,0.7788007855415344,0,0,100
556,24,23,0.7533667683601379,0,0,100
557,24,22,0.725922167301178,0,0,100
558,23,22,0.7022150158882141,0,0,100
559,23,21,0.6739959120750427,0,0,100
560,24,21,0.6967503428459167,0,0,100
561,24,20,0.6661435961723328,0,0,100
562,24,19,0.6343984007835388,0,0,100
563,23,19,0.6136802434921265,0,0,100
564,23,20,0.644388735294342,0,0,100
565,22,20,0.620914101600647,0,0,100
566,21,20,0.5959621667861938,0,0,100
567,21,19,0.5675614476203918,0,0,100
568,22,19,0.5913243293762207,0,0,100
569,22,18,0.5609491467475891,0,0,100
570,21,18,0.5384069085121155,0,0,100
571,21,17,0.5087587833404541,0,0,100
572,22,17,0.5300596952438354,0,0,100
573,23,17,0.5500994324684143,0,0,100
574,23,18,0.5821567177772522,0,0,100
575,24,18,0.6018105745315552,0,0,100
576,24,17,0.5686710476875305,0,0,100
577,25,17,0.5855777859687805,0,0,100
578,26,17,0.60063636302948,0,0,100
579,26,18,0.6356386542320251,0,0,100
580,25,18,0.6197025775909424,0,0,100
581,25,19,0.6532592177391052,0,0,100
582,25,20,0.6859482526779175,0,0,100
583,26,20,0.7035878896713257,0,0,100
584,26,19,0.6700582504272461,0,0,100
585,27,19,0.6846097707748413,0,0,100
586,27,20,0.7188675403594971,0,0,100
587,28,20,0.7316156029701233,0,0,100
588,28,19,0.6967503428459167,0,0,100
589,28,18,0.6609596610069275,0,0,100
590,27,18,0.649442732334137,0,0,100
591,27,17,0.6136802434921265,0,0,100
592,28,17,0.6245629787445068,0,0,100
593,29,17,0.6331605315208435,0,0,100
594,29,18,0.6700582504272461,0,0,100
595,30,18,0.6766338348388672,0,0,100
596,30,17,0.6393740773200989,0,0,100
597,31,17,0.6431313753128052,0,0,100
598,32,17,0.644388735294342,0,0,100
599,32,18,0.6819407343864441,0,0,100
600,31,18,0.6806101202964783,0,0,100
601,31,19,0.7174649238586426,0,0,100
602,32,19,0.7188675403594971,0,0,100
603,32,20,0.7548395991325378,0,0,100
604,31,20,0.7533667683601379,0,0,100
605,30,20,0.7489653825759888,0,0,100
606,30,19,0.713273286819458,0,0,100
607,29,19,0.7063416242599487,0,0,100
608,29,20,0.7416868805885315,0,0,100
609,29,21,0.775764524936676,0,0,100
610,29,22,0.808244526386261,0,0,100
611,30,22,0.8161762356758118,0,0,100
612,30,21,0.783377468585968,0,0,100
613,31,21,0.7879810333251953,0,0,100
614,32,21,0.7895215749740601,0,0,100
615,32,22,0.8225775361061096,0,0,100
616,31,22,0.8209725618362427,0,0,100
617,31,23,0.8520106673240662,0,0,100
618,32,23,0.8536763787269592,0,0,100
619,32,24,0.8824968934059143,0,0,100
620,31,24,0.880774974822998,0,0,100
621,30,24,0.8756292462348938,0,0,100
622,30,23,0.8470330238342285,0,0,100
623,29,23,0.8388014435768127,0,0,100
624,29,24,0.8671197891235352,0,0,100
625,28,24,0.8553453087806702,0,0,100
626,27,24,0.8404413461685181,0,0,100
627,27,23,0.8129942417144775,0,0,100
628,28,23,0.8274114727973938,0,0,100
629,28,22,0.7972695231437683,0,0,100
630,28,21,0.7652305364608765,0,0,100
631,27,21,0.7518967390060425,0,0,100
632,27,22,0.783377468585968,0,0,100
633,26,22,0.7667266130447388,0,0,100
634,26,21,0.7359150052070618,0,0,100
635,25,21,0.7174649238586426,0,0,100
636,25,22,0.7475039958953857,0,0,100
637,25,23,0.775764524936676,0,0,100
638,26,23,0.7957138419151306,0,0,100
639,26,24,0.8225775361061096,0,0,100
640,25,24,0.8019547462463379,0,0,100
641,25,25,0.8257970213890076,0,0,100
642,26,25,0.8470330238342285,0,0,100
643,26,26,0.8688150644302368,0,0,100
644,25,26,0.8470330238342285,0,0,100
645,25,27,0.8654278516769409,0,0,100
646,25,28,0.880774974822998,0,0,100
647,26,28,0.9034247398376465,0,0,100
648,26,27,0.8876829743385315,0,0,100
649,27,27,0.9069606065750122,0,0,100
650,27,28,0.9230442047119141,0,0,100
651,28,28,0.9394130706787109,0,0,100
652,28,27,0.9230442047119141,0,0,100
653,28,26,0.9034247398376465,0,0,100
654,27,26,0.8876829743385315,0,0,100
655,27,25,0.8654278516769409,0,0,100
656,28,25,0.880774974822998,0,0,100
657,29,25,0.8928995132446289,0,0,100
658,29,26,0.9158610701560974,0,0,100
659,30,26,0.9248487949371338,0,0,100
660,30,25,0.9016619324684143,0,0,100
661,31,25,0.9069606065750122,0,0,100
662,32,25,0.9087337851524353,0,0,100
663,32,26,0.9321025013923645,0,0,100
664,31,26,0.930283784866333,0,0,100
665,31,27,0.9504865407943726,0,0,100
